BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,6000,47949,54966,HomeImp,Other,24,0,0,209.3580469,2,20,35.41511292
1,6000,60054,35250,HomeImp,Self,2.2,0,0,199.0119272,0,3,37.90875019
1,6000,80739,95617,HomeImp,Mgr,0.8,0,1,153.7804385,10,16,33.86574535
0,6000,63144,53388,DebtCon,ProfExe,2,0,0,111.2065132,0,12,26.71153647
0,6000,33639,65321,HomeImp,ProfExe,6,0,0,227.1299051,2,46,41.77344662
1,6000,78741,87276,DebtCon,Mgr,9,0,0,163.2839332,0,8,30.16221411
0,6000,51724,46830,DebtCon,ProfExe,6,0,0,12.75926745,0,12,34.39744173
0,6100,13600,95433,HomeImp,Office,1,0,0,128,4,30,12.39123504
0,6100,48000,97944,HomeImp,Sales,12,6,0,419.3751538,1,27,41.60098336
0,6100,65000,84368,DebtCon,Other,3,0,1,104.7924684,6,30,33.07501037
0,6100,22789,245730,DebtCon,Other,1,0,0,164.3154099,0,10,30.53890697
0,6100,75113,33909,HomeImp,Other,25,0,2,262.1754261,2,23,23.06292573
1,6100,55000,59486,HomeImp,Other,8,0,0,325.2993087,2,22,24.66227667
0,6100,60000,87596,HomeImp,ProfExe,5,0,0,213.8321032,1,6,24.09177036
0,6100,70300,82054,HomeImp,ProfExe,0,0,5,133.1015478,2,17,39.28051238
0,6100,96314,41657,DebtCon,Office,7,0,0,109.1930214,1,50,23.99235335
0,6100,81145,80078,HomeImp,Mgr,8,0,0,147.0771635,2,13,37.00596784
0,6100,183860,57385,DebtCon,ProfExe,23,0,0,177.591354,1,30,22.65514029
0,6100,58689,71552,HomeImp,Other,9,0,0,209.6428984,6,11,35.67227361
0,6200,62380,98550,HomeImp,Sales,12,0,0,101.3914453,2,12,34.88206644
0,6200,74376,64854,DebtCon,Office,8,0,0,202.2507958,0,24,35.58340317
0,6200,68733,96462,DebtCon,Other,3,1,0,10.42564285,0,20,35.05189677
0,6200,40926,51732,DebtCon,Self,9,0,0,126.3286437,0,26,34.77708943
0,6200,95450,155222,HomeImp,Other,4,1,0,180.8412499,0,31,43.30010531
0,6200,98415,89634,DebtCon,Mgr,0,0,0,333.2308999,0,19,34.88046232
0,6200,55113,61956,DebtCon,Office,1,1,1,127.0627016,2,30,21.72081838
1,6200,60301,116260,DebtCon,Other,3,0,0,129.0777116,0,12,24.21765848
0,6200,49367,69000,HomeImp,Other,9,0,0,191.0756559,0,11,38.13234577
1,6200,58741,72890,HomeImp,ProfExe,1,1,0,209.3263116,0,6,31.68194302
0,6200,27510,57779,DebtCon,Mgr,1,0,0,115.3666667,0,22,30.23350474
0,6200,69773,39050,HomeImp,ProfExe,2,0,0,97.2997561,1,19,28.54452887
0,6200,51855,80355,HomeImp,ProfExe,11,0,0,224.8666667,3,11,40.49982045
0,6200,48430,98314,DebtCon,Other,0,0,0,110.5666667,0,21,27.23109397
0,6200,29662,76000,HomeImp,Other,4,0,0,332.7333333,0,23,21.27178537
0,6200,66587,89005,DebtCon,Other,14,1,0,234.4,1,13,37.02476444
0,6200,54161,117352,HomeImp,Office,1,0,3,54.76666667,1,29,26.49587929
0,6200,134616,70091,HomeImp,Office,15,0,2,242.4666667,1,16,37.92927387
0,6300,136951,64296,HomeImp,Office,1,1,0,475.8,0,38,34.42324885
0,6300,138691,96988,DebtCon,ProfExe,29,0,0,327.2006385,0,13,42.80734195
0,6300,49809,32559,HomeImp,Office,29,0,0,86.45222694,1,30,36.70541274
0,6300,78292,73726,DebtCon,ProfExe,9,0,0,94.00805286,0,38,35.90611585
0,6300,139578,29792,HomeImp,Office,1,0,0,232.5272907,3,17,38.98393849
0,6300,57439,45200,DebtCon,ProfExe,27,0,0,96.9776672,0,24,23.24567301
1,6300,76074,125652,HomeImp,Other,29,0,0,179.8008681,0,38,31.82762682
1,6300,31000,83200,HomeImp,Office,4,0,0,122.8155841,0,40,36.97971203
0,6300,45150,58157,DebtCon,Other,0,0,0,423.2096241,2,38,25.40901671
0,6300,56155,70157,HomeImp,Office,31,0,4,84.41703046,3,29,32.28572409
0,6300,178559,86148,HomeImp,Office,3,2,0,195.7808633,0,18,31.8505639
0,6300,71666,63614,HomeImp,Other,0,0,2,283.8972313,1,16,35.58605153
0,6300,75964,74332,HomeImp,Other,5,0,0,99.30370078,0,0,41.07787822
1,6300,75880,75016,DebtCon,ProfExe,10,0,0,173.5744163,0,14,38.3750913
0,6300,70717,78084,HomeImp,Other,23,0,1,171.5264892,0,19,35.42979658
0,6300,53776,78635,HomeImp,Other,0,0,0,263.1734343,0,12,37.83671487
1,6400,53328,51666,DebtCon,ProfExe,11,0,0,193.7547457,1,0,44.85897732
0,6400,5816,91284,DebtCon,Other,4,0,0,108.3517475,0,49,29.41354976
0,6400,57257,62747,HomeImp,Other,5,0,0,112.1370807,0,17,35.31155263
0,6400,37055,46351,DebtCon,Other,2,0,1,43.92338263,0,19,23.34502168
0,6400,97662,33438,DebtCon,Office,6,0,1,174.7218341,1,14,31.4916868
0,6400,49000,74776,HomeImp,Other,9,0,0,209.2063004,0,17,41.24661263
0,6400,50387,53102,HomeImp,Office,2,0,0,215.4224064,2,31,36.50316075
0,6400,49932,37448,HomeImp,ProfExe,19,0,0,219.7356734,0,27,23.56256501
0,6400,51384,70434,DebtCon,Mgr,0,0,0,208.420843,8,5,32.16092259
0,6400,98779,97630,DebtCon,Office,21,0,2,116.6327333,2,19,33.3615863
0,6400,73873,76754,HomeImp,ProfExe,0,1,0,201.9608343,0,13,39.73544882
0,6400,74795,37345,HomeImp,ProfExe,1,0,0,126.3032351,3,30,27.33615739
0,6400,78284,90599,DebtCon,ProfExe,9,0,0,341.4650556,1,24,47.00097522
0,6400,58128,87770,DebtCon,Mgr,4,0,0,106.2666667,0,8,31.27671568
0,6400,81335,61000,HomeImp,ProfExe,20,0,3,94.33333333,0,20,38.8737113
0,6400,52287,80400,DebtCon,Mgr,13,0,0,206.3063213,0,19,26.45752445
0,6400,58339,35836,HomeImp,Other,11,0,0,2.033333333,2,18,35.36268639
0,6500,46238,115900,HomeImp,Mgr,12,0,0,127.2341411,1,19,29.38198545
0,6500,142251,88300,HomeImp,Office,7,0,1,48.81883648,1,10,29.63890142
1,6500,19894,70000,HomeImp,Office,3,7,1,196.4649989,0,18,40.03264933
0,6500,27290,107500,HomeImp,Mgr,12,3,0,298.7004822,3,22,30.91339584
0,6500,18000,105800,HomeImp,Sales,2,8,0,230.8055881,4,46,37.7039115
0,6500,66000,117530,HomeImp,Office,22,0,0,112.5890607,1,26,31.32965172
0,6500,46000,70886,HomeImp,Other,3.5,0,1,87.90011834,0,12,24.54519214
0,6500,120000,208910,DebtCon,Mgr,4,1,0,101.5319079,0,20,36.20511455
1,6500,58843,72557,HomeImp,Office,21,2,0,67.8,0,5,26.04646942
1,6500,7000,89742,DebtCon,Other,6,1,0,138.234778,1,22,38.82094029
1,6500,29000,84855,DebtCon,Other,1,0,1,122.2666667,0,3,32.71677759
0,6500,5768,48800,HomeImp,Sales,0,0,1,111.1233973,0,31,22.37534117
0,6500,56636,81973,HomeImp,Mgr,19,0,1,61.9,1,23,30.3980051
0,6500,55000,50486,HomeImp,Other,1,0,0,105.827329,1,38,32.39650949
0,6500,46225,112630,HomeImp,Sales,2,0,0,204.4845828,3,15,20.34246772
0,6500,53194,46516,HomeImp,Office,5,1,0,224.2470369,0,17,31.74224928
1,6500,83000,126636,DebtCon,Other,2,0,0,311.8698993,2,21,35.07391836
0,6500,138841,55396,HomeImp,Mgr,23,0,0,421.541928,0,18,24.86556719
0,6500,38800,56486,HomeImp,Office,10,0,0,231.7999135,2,22,32.38595617
1,6500,25000,70543,HomeImp,Other,1,0,4,175.5714428,0,43,37.39352642
0,6500,18000,30544,HomeImp,Other,24,0,0,102.6573271,0,11,29.28795683
0,6600,74500,59609,HomeImp,Office,1,0,0,171.8383862,1,22,38.91015083
0,6600,64300,68225,DebtCon,Other,7,0,0,213.3630277,0,10,22.23295281
0,6600,64255,42495,DebtCon,Other,20,0,0,341.6105761,0,19,24.20011144
0,6600,129959,81239,HomeImp,Other,4,0,0,211.2844132,2,29,33.63213652
0,6600,58114,83014,HomeImp,ProfExe,9,0,0,197.3383979,0,12,40.55827149
0,6600,16047,58084,HomeImp,Other,0,2,0,90.38040908,1,49,24.63662135
0,6600,39000,64358,DebtCon,ProfExe,1,0,0,87.83333333,0,38,34.55205243
0,6600,54000,36195,DebtCon,Mgr,0,0,0,134.7,2,32,35.63672035
0,6700,98490,70710,HomeImp,Office,5,0,0,183.1,4,9,11.76969215
0,6700,54700,20631,HomeImp,Other,22,0,0,242.4333333,0,31,40.33786076
1,6700,25896,59714,DebtCon,Other,7,0,0,138.2333333,0,24,24.69743042
0,6700,120176,155034,HomeImp,Office,10,0,1,219.1666667,1,47,41.09802515
0,6700,58639,160306,HomeImp,Office,4,0,1,103.6666667,1,24,24.38009265
0,6700,57863,160063,DebtCon,Other,5,0,0,265.0666667,9,24,34.71164955
1,6700,64850,65074,DebtCon,Office,4,0,0,234.4,0,11,40.7925897
1,6700,53273,86959,HomeImp,Other,6,0,0,229.3,0,21,29.86957664
0,6700,54600,154602,HomeImp,Other,17,0,0,84.73333333,7,16,30.44537563
0,6700,62329,74816,DebtCon,Other,3,0,0,219.1333333,0,23,34.74574315
0,6700,57912,88178,HomeImp,Other,1,0,0,183.6333333,0,8,35.87534399
0,6700,98691,42000,DebtCon,Other,8,0,0,141,11,9,39.72610514
0,6700,79946,57150,HomeImp,Other,1.5,0,0,86.2,1,20,33.71861386
1,6700,36264,57912,HomeImp,Other,5,0,0,96.36666667,0,7,36.91231088
0,6700,46000,27410,DebtCon,ProfExe,11,0,0,139,0,12,41.2706826
0,6700,43705,247611,DebtCon,Other,15,0,1,205.9666667,0,32,38.4757705
0,6800,15637,72310,HomeImp,Mgr,5,0,0,340.9,0,36,37.80543265
0,6800,71667,99913,DebtCon,ProfExe,16,0,0,54.83333333,1,20,27.27636492
0,6800,71509,88754,HomeImp,Office,14,0,0,80.15243091,6,37,27.45914423
0,6800,22832,113612,HomeImp,Other,5.6,0,0,209.9862995,3,28,41.98555729
0,6800,58671,87466,DebtCon,ProfExe,11,0,0,200.0777551,0,10,36.60169886
0,6800,60890,51952,HomeImp,Other,15,0,0,315.3214527,1,36,21.92999049
0,6800,28500,58088,HomeImp,Other,0.6,0,2,192.7666667,0,18,33.33711876
1,6800,60971.32,63752,HomeImp,Other,6.5,0,1,71,9,13,41.42687223
0,6800,131000,83000,HomeImp,ProfExe,2,0,0,48.85464465,1,19,35.88829101
0,6800,55456,110046,HomeImp,ProfExe,1,0,1,116.1000871,0,29,40.01507057
1,6800,60973,68280,HomeImp,Office,4,0,0,155.2,2,8,36.21035133
0,6800,93428,57067,HomeImp,Other,20,0,0,272.9226847,2,19,31.95922724
0,6800,49064,68443,DebtCon,Mgr,11,0,0,29.85636517,1,18,30.10407144
0,6800,139348,66042,HomeImp,Office,6,0,1,221.6073242,1,24,42.35805988
0,6800,32832,84689,DebtCon,Office,21,0,0,120.0334646,1,12,25.19429721
0,6900,75311,36191,HomeImp,Other,12,0,0,65.87204481,2,31,36.5878698
0,6900,2063,124827,HomeImp,Other,7.5,0,0,108.2171898,1,18,31.36082195
0,6900,138033,111781,DebtCon,Other,2,0,4,84.83724997,0,4,36.50599948
1,6900,88288,99149,DebtCon,ProfExe,23,1,0,98.43333333,0,11,38.97429353
1,6900,75547,47462,DebtCon,Other,19,1,0,55.35880309,0,12,37.96660602
1,6900,48924,98214,HomeImp,Other,3,0,0,241.5142498,1,25,26.26681575
1,6900,73985,93740,DebtCon,Other,1,0,0,118.0001423,4,7,18.15682662
0,6900,51974,81018,DebtCon,Other,8,0,0,238.458825,1,18,38.64180454
0,6900,56596,87972,HomeImp,ProfExe,14,0,0,82.16666667,0,20,31.21770976
0,6900,71576,72432,HomeImp,Other,0,0,0,142,0,21,26.05485371
0,6900,65032,66842,DebtCon,Office,0,1,0,235.3666667,0,7,24.29863608
0,6900,72739,157250,HomeImp,Office,5,0,0,299.7527261,0,17,28.91075714
0,6900,82412,32500,HomeImp,Other,14,0,0,354.2397634,1,9,41.44562357
0,6900,45864,63500,DebtCon,Other,8,0,1,40.18213482,0,23,40.58857607
0,7000,57340,46520,HomeImp,Other,15,0,0,241.0560781,1,35,29.20040034
0,7000,47518,86300,DebtCon,Other,22,0,0,70.19389019,2,11,33.59231894
0,7000,63573,66660,DebtCon,Self,1,0,0,38.00326685,3,37,26.30838033
0,7000,32070,175450,HomeImp,Office,15,0,1,74.06666667,0,12,25.76896503
0,7000,44744,75300,HomeImp,Office,24,1,3,45.96666667,0,14,40.91273699
0,7000,72097,31200,HomeImp,Other,9,0,0,68.03333333,0,16,29.47376148
0,7000,84479,49000,HomeImp,Other,6,0,5,240.0567715,1,12,26.9327076
0,7000,88056,26600,HomeImp,Mgr,1,0,3,239.6202977,3,42,23.09720188
0,7000,11358,76353,HomeImp,Other,0,0,0,411.9520505,2,3,39.65832005
0,7000,59000,63000,HomeImp,Other,10,1,0,106.3759993,0,38,35.6835022
1,7000,35945,59000,DebtCon,Other,4,1,0,60.42476076,0,11,32.57186729
1,7000,18400,81150,HomeImp,ProfExe,0,3,0,221.3384208,1,7,23.52118826
1,7000,63500,97635,HomeImp,ProfExe,3,0,0,96.13333333,0,16,27.09304112
1,7000,33600,160000,DebtCon,Other,6,0,0,271.9181691,0,13,27.87387063
1,7000,57800,53500,HomeImp,Other,3,0,0,224.8470425,0,23,38.19168174
1,7000,80440,49840,DebtCon,Mgr,2,0,3,194.37214,0,23,37.62278555
0,7000,60000,25000,DebtCon,ProfExe,1.5,0,0,207.7684144,1,36,40.71517804
0,7000,126000,81600,DebtCon,Other,6,0,0,238.5863034,1,50,39.63319009
0,7000,40936,119500,DebtCon,ProfExe,14,0,0,83.34671188,0,10,31.24524851
0,7000,49100,68389,HomeImp,Other,10,0,0,141.9621493,2,22,21.29733923
0,7000,39600,96783,HomeImp,Other,6,0,1,94.78223069,1,31,37.6596682
0,7000,42077,161301,DebtCon,ProfExe,1,0,0,230.4202559,1,14,39.00314063
0,7000,42721,93391,DebtCon,ProfExe,10,0,1,128.8333333,1,25,29.96408198
0,7000,12115,67750,HomeImp,ProfExe,0,0,0,316.9470825,0,19,35.31271048
1,7000,67778,55000,HomeImp,Office,2,0,2,158.2666667,0,27,40.30904123
1,7000,60192,74800,DebtCon,Other,11,0,0,65.57119786,1,30,35.15870257
1,7000,57213,74753,DebtCon,Mgr,5,0,0,86.23333333,1,38,34.72969809
1,7000,50000,114457,DebtCon,Sales,0,0,0,220.6249839,2,0,37.97675792
1,7000,133475,68500,DebtCon,Other,4,0,3,111.4351899,0,18,29.20247674
1,7000,77518,40185,HomeImp,ProfExe,0,0,0,228.0360001,0,23,38.3754061
1,7000,48829,33580,HomeImp,Mgr,1,0,4,79.41122999,0,17,30.19939952
1,7000,58622,180104,HomeImp,ProfExe,4,0,3,155.3919622,2,35,34.8286475
0,7000,49926,72412,DebtCon,ProfExe,3,0,6,47.83285134,1,26,30.05290208
1,7000,80900,70969,HomeImp,Other,0,0,0,56.75011314,2,24,28.58451556
0,7000,14776,76985,DebtCon,Other,15,0,0,286.9228238,2,18,41.07759066
0,7000,32243,54378,DebtCon,Other,3.5,0,0,295.8666667,2,16,33.9044645
0,7000,53377,65000,HomeImp,Sales,19,0,5,158.9,2,14,28.11181383
1,7100,56622,78007,DebtCon,ProfExe,4,0,0,122.0666667,0,37,35.75908385
1,7100,35100,84806,HomeImp,ProfExe,7,0,1,147.1,0,14,30.08248898
0,7100,70451,115750,DebtCon,Other,4,0,0,136.1,1,6,32.53025665
0,7100,20887,113807,DebtCon,Office,16,0,0,146.9333333,0,16,32.5539761
0,7100,14589,48240,HomeImp,Other,4,0,1,124.1333333,0,23,14.39253608
0,7100,76056,67000,HomeImp,Other,1,0,0,201.5,1,14,28.43434208
0,7100,51045,50000,HomeImp,Other,6,0,0,153.2666667,1,14,38.43649009
0,7100,44000,38061,DebtCon,Other,4,0,0,75.66666667,0,11,33.8372027
0,7100,58399,39660,DebtCon,Other,23,1,0,115.6,10,19,40.92591059
0,7100,42802,74610,DebtCon,Mgr,25,0,4,185.6333333,0,21,39.77508785
0,7100,58364,117325,DebtCon,Other,5,0,0,178.3346667,0,23,41.75352499
0,7100,64503,76723,HomeImp,Mgr,5,0,0,177.5,0,9,25.8873199
1,7200,69662,86484,HomeImp,Other,21,0,0,47.7,0,8,28.19671491
0,7200,45391,31666,HomeImp,ProfExe,3,0,7,344.9,0,18,12.10514386
0,7200,48200,87975,HomeImp,Office,6,0,0,126.7666667,2,18,34.92786612
0,7200,55000,75785,DebtCon,Other,5,0,0,157.3284228,2,0,26.75441155
0,7200,38506,42050,DebtCon,Mgr,2,0,0,234.9007508,3,24,34.38623066
0,7200,55394,77375,DebtCon,Self,4,2,0,227.2920898,0,16,43.87561082
1,7200,109000,197500,HomeImp,Office,5,0,0,60.50362521,0,13,42.27663421
1,7200,53243,86766,HomeImp,Other,8,0,1,243.1571192,0,26,31.92576655
0,7200,67222,79443,HomeImp,Other,5,0,2,299.5666667,3,16,39.66040874
1,7200,44682,118184,DebtCon,Office,18,0,0,87.45287008,0,29,32.87645851
0,7200,44690,64225,HomeImp,ProfExe,10,0,0,92.94135782,0,22,28.78792285
0,7200,126919,205981,DebtCon,ProfExe,20,0,0,249.6337607,2,15,25.04343675
1,7200,40827,50798,DebtCon,Office,18,0,0,180.1689373,0,30,38.59036694
0,7200,77221,89905,HomeImp,Other,4,0,0,64.66010695,0,23,37.89748089
0,7200,42400,100448,DebtCon,ProfExe,1,0,0,135.6401964,2,20,26.36713414
1,7300,55383,44651,DebtCon,Office,5.5,0,0,265.0204754,0,24,20.25386389
1,7300,78532,163162,DebtCon,Other,15,0,0,180.4157867,1,17,30.20150946
1,7300,41935,119677,HomeImp,Office,20,2,1,187.1940112,0,24,32.28031362
1,7300,53000,93839,DebtCon,ProfExe,13,0,0,120.7645092,0,16,38.21772578
0,7300,49232,86612,DebtCon,Other,15,0,0,206.9666667,0,18,23.80889415
0,7300,45557,114849,HomeImp,ProfExe,8,0,0,141.2686711,0,23,39.31877226
0,7300,61565,54138,DebtCon,Other,28,0,0,17.4607499,0,12,16.37841295
0,7300,82547,59323,DebtCon,Mgr,9,0,0,122.0666667,0,36,31.89131426
0,7300,70546,72861,DebtCon,Office,1,0,0,353.1956285,0,16,33.57803554
0,7300,177683,89068,HomeImp,Sales,4,0,0,56.60990629,0,16,35.93790268
0,7400,75690,83184,HomeImp,Other,3,4,0,179.2409356,10,26,34.0581468
0,7400,49685,91425,HomeImp,Other,15,1,0,95.36666667,1,25,38.72971089
1,7400,28000,91326,DebtCon,Other,20,0,0,44.62959157,1,13,30.02224516
0,7400,47823,51610,HomeImp,Office,5,0,1,106.6313416,0,28,32.74300708
0,7400,61000,57799,DebtCon,Other,2,0,0,193.0814529,3,11,26.62089773
0,7400,58000,80000,DebtCon,Other,3,0,0,114.512158,0,23,29.6623601
0,7400,33000,60252,HomeImp,Other,12,6,0,235.4853772,2,31,39.82999947
0,7400,33689.3,80601,HomeImp,Other,16,3,0,100.428331,0,6,37.87927834
0,7400,47306,36811,HomeImp,Office,7,1,0,105.0875938,0,22,36.44893885
0,7400,45000,60518,HomeImp,Other,10,1,1,274.9666667,0,47,36.87492751
0,7400,69341,49804,DebtCon,Other,3,1,0,123.0333333,1,3,38.6956146
0,7400,70917,69408,HomeImp,Other,0,0,0,231.0011955,2,28,17.41485961
1,7400,78720,104571,HomeImp,Other,3,0,0,262.0143577,0,23,39.88548381
0,7400,38758,104794,HomeImp,Other,22,0,0,295.1134207,1,7,35.93202507
0,7400,79200,36892,DebtCon,Other,1,0,3,174.4666667,0,18,38.32672821
0,7400,63700,72000,HomeImp,Other,20,0,0,220.8024443,0,18,28.28942917
1,7500,41000,49750,DebtCon,Other,11,0,0,95.67687269,0,18,16.88303101
0,7500,76600,29375,HomeImp,Other,0,3,1,110.0718569,3,35,25.34174093
1,7500,65000,86125,HomeImp,Self,1,1,4,185.6215923,0,14,40.34526073
0,7500,49000,50125,DebtCon,ProfExe,8,0,0,87.60346244,0,22,28.43971651
0,7500,37871,109600,DebtCon,Other,3,0,0,192.1211081,1,29,38.42142758
1,7500,4500,40150,HomeImp,Office,12,0,0,59.08154143,0,34,23.98891307
0,7500,63152,72920,HomeImp,Mgr,4,0,0,55.87386022,1,32,24.19867837
0,7500,21944,87830,DebtCon,Other,12,0,1,116.3094934,0,29,24.49119861
0,7500,86804,151380,DebtCon,Office,23,0,0,184.3900292,1,13,27.70164974
0,7500,36000,50900,DebtCon,Office,6,0,1,95.36666667,2,19,38.51399745
0,7500,32100,26850,HomeImp,Office,11,0,0,80.7789415,4,24,33.78852367
0,7500,47154,85650,HomeImp,ProfExe,23,0,1,285.1110151,1,23,34.3711489
1,7500,92487,71799,DebtCon,Office,2,0,0,332.6450474,0,25,32.61266276
1,7500,84282,42000,DebtCon,Other,6,0,0,203.54461,6,22,36.79323717
1,7500,57361,91676,HomeImp,Other,7,0,0,132.5666667,1,11,37.77330059
1,7500,80817,67000,HomeImp,Other,4,0,0,258.1945777,9,15,26.20640995
1,7500,84730,35910,HomeImp,Office,7,0,2,84.69113488,1,4,35.78843746
1,7500,58006,83368,DebtCon,Office,10,0,2,203.9971364,3,4,34.70233074
1,7500,43553,76475,DebtCon,Other,10,0,1,52.59326412,2,25,34.75656038
1,7500,78508,92458,DebtCon,Other,14,1,1,119.066922,3,15,37.35952991
1,7500,48781,80000,DebtCon,ProfExe,20,0,3,138.5116009,0,20,37.10814206
1,7500,84822,203936,DebtCon,ProfExe,1,1,0,129.3624659,1,8,33.90846584
1,7500,53863,83727,HomeImp,Sales,0,0,0,103.4,0,12,30.49800512
0,7500,78977,62357,HomeImp,Sales,4,0,0,53.66666667,0,37,33.75846632
0,7500,81322,77726,HomeImp,ProfExe,19,0,3,139.8666667,2,22,39.97548983
0,7500,46380,28593,DebtCon,Other,2,0,0,221.4333333,2,17,37.39023989
1,7500,66546,58588,HomeImp,Office,12,0,1,103.7333333,0,29,27.34759661
1,7500,54841,99525,DebtCon,Other,29,0,0,82.63333333,4,16,29.67139034
1,7500,66691,40341,HomeImp,Other,8,0,0,92.3,0,17,35.73405682
1,7500,19772,32287,DebtCon,Mgr,7.5,0,0,89.26666667,2,13,39.38731755
1,7500,13179,36369,HomeImp,Other,23,0,0,107.5,8,31,41.66428104
1,7500,69047,86018,HomeImp,Other,7,0,0,75.36666667,1,22,28.45471286
0,7500,26886,70136,DebtCon,Other,14,0,0,229.3,0,15,23.70306719
0,7500,28523,45000,DebtCon,Other,24,0,0,208,0,20,36.68688204
0,7500,28187,67350,HomeImp,Office,4,0,0,189.7,0,18,34.14472595
1,7500,50373,81862,DebtCon,Mgr,1,0,0,73.03333333,2,9,32.42429306
0,7600,10909,26958,DebtCon,Other,2,0,0,140.0666667,0,20,36.68165215
0,7600,39175,33100,DebtCon,Other,2,0,0,107.5333333,1,0,33.98784698
0,7600,101230,83643,DebtCon,Mgr,5,0,0,179.6333333,0,13,42.36894433
0,7600,62603,68131,HomeImp,Other,4,0,0,102.4333333,0,20,35.93061089
0,7600,117314,91068,HomeImp,Mgr,22,0,0,132.9,2,34,27.1892129
0,7600,64006,57500,DebtCon,Mgr,2,0,0,33.43333333,0,9,40.1860615
0,7600,171456,11702,DebtCon,Other,3,0,1,145.1666667,10,23,31.70381472
0,7600,72986,65945,HomeImp,Mgr,9,0,0,168.2333333,2,10,40.0841755
0,7700,172497,52422,DebtCon,ProfExe,9.9,0,0,79.45884505,0,4,15.02470583
0,7700,51730,66688,HomeImp,Other,15,0,0,99.99378983,1,18,30.39545792
0,7700,58536,85608,HomeImp,Other,8,0,0,151.8173887,1,16,36.30240922
0,7700,68013,80498,HomeImp,Other,0.1,2,0,330.1748556,0,22,37.47941029
0,7700,47700,61743,DebtCon,Other,21,0,0,130.767035,0,24,35.18184074
0,7700,76268,59000,HomeImp,Other,8,0,0,310.4,0,16,37.79737881
0,7700,120837,62800,DebtCon,Other,3.8,0,0,223.2029895,0,19,23.08290534
0,7700,61821,50309,DebtCon,Office,4,0,0,53.93513771,0,30,27.52068217
1,7700,66254,63567,HomeImp,Other,2,0,1,207.9404687,0,15,26.09041891
0,7700,67489,30320,HomeImp,Office,16,0,0,9.1,0,26,39.46633033
0,7700,87979,123500,DebtCon,Mgr,11,0,0,75.63504768,2,3,23.94251651
0,7700,80989,95065,HomeImp,Other,15,0,1,340.7444307,1,20,40.58208394
0,7800,135929,75189,DebtCon,Other,1,0,0,66.29457039,0,30,28.1670747
1,7800,75870,57285,DebtCon,Other,9,0,3,296.7470948,1,8,37.47092338
0,7800,48515,45841,DebtCon,ProfExe,0,0,2,118.468506,0,12,32.39114639
0,7800,79751,166566,DebtCon,Office,7,0,0,78.36008764,0,19,25.62193049
0,7800,13392,55757,DebtCon,Self,4,0,0,225.6909893,1,37,39.11215036
0,7800,82000,31602,DebtCon,Other,2,0,0,89.23333333,2,22,35.62935439
0,7800,57503,67081,DebtCon,Office,8,0,0,184.1934176,0,4,27.07525664
0,7800,61213,71519,HomeImp,Other,28,0,0,82.33528778,3,13,29.00720777
0,7800,41481,95316,DebtCon,Mgr,2,0,0,121.4111489,1,24,32.65762889
0,7800,14601,35422,DebtCon,ProfExe,0,0,0,188.4198264,1,4,36.62562946
0,7800,51783,53000,HomeImp,Other,11,0,0,294.6027668,0,30,27.61706343
0,7800,47000,70020,DebtCon,Office,9,0,0,130.6439333,0,8,28.74989037
0,7800,59761,37125,HomeImp,Other,4,0,0,27.04883471,0,18,39.38611808
0,7800,178745,122952,DebtCon,Sales,1,0,0,99.59816995,2,38,34.51463507
0,7800,67715,75462,HomeImp,ProfExe,2,0,4,268.2546017,0,21,23.13784056
1,7900,44783,53543,HomeImp,Other,14,0,0,161.6615823,2,23,17.87525907
0,7900,45842,65960,DebtCon,Other,5,0,0,296.9016386,1,25,31.55383541
0,7900,101150,61221,DebtCon,Other,31,0,2,419.2729655,1,18,42.48370297
1,7900,67839,56235,HomeImp,Office,0,0,0,219.5658125,0,15,36.14127616
0,7900,35343,87624,DebtCon,Other,19,0,0,176.3345415,1,15,40.79463545
0,7900,54039,105361,HomeImp,Office,3,0,1,235.3632495,1,15,38.44431799
0,7900,71922,81272,HomeImp,Other,7,1,0,138.1548182,0,12,35.96828075
0,7900,10000,251771,DebtCon,Other,3,0,0,86.54572702,0,30,30.73881376
0,7900,75912,96517,DebtCon,ProfExe,6,0,0,114.9819744,0,13,41.86003981
0,7900,39677,81020,DebtCon,Self,4,0,0,220.8132902,0,12,30.7315717
0,7900,53841,41950,DebtCon,Other,0,0,0,118.3973584,3,16,26.9566979
1,7900,39991,63000,DebtCon,Sales,3,1,0,49.1469223,1,7,33.6355254
0,7900,82597,90450,HomeImp,Office,12,0,0,341.8553472,0,11,31.89390379
0,7900,82972,73750,DebtCon,Sales,11,0,0,302.5301822,1,12,40.82354171
0,7900,17479,38500,DebtCon,Other,5,0,0,196.7241605,0,18,29.63360847
0,7900,62989,48000,DebtCon,Other,0,0,0,123.2860249,0,13,29.68667084
0,8000,43589,68350,DebtCon,ProfExe,5,1,0,60.38486252,1,49,29.74359996
0,8000,62583,56100,DebtCon,Other,3,0,0,305.8880822,0,18,38.84408934
0,8000,41656,86900,HomeImp,Other,10,0,0,104.3965066,1,19,37.08645509
0,8000,77144,83500,DebtCon,Other,10,0,1,108.4790238,1,36,37.35868805
0,8000,80490,34226,DebtCon,Other,9,0,0,81.3547953,0,21,37.26913108
0,8000,60995,86800,HomeImp,Other,15,0,3,69.61717488,0,9,35.9078154
